지역번호,지역명,일시,평균일강수량(mm),최다일강수량(mm),최다강수량지점,1시간최다강수량(mm),1시간최다강수량지점
0,전국,1984-05-04,1,10.8,서귀포,3.4,제주
0,전국,1984-05-03,0.1,1.6,해남,1.1,해남
0,전국,1984-05-02,0,0.7,울릉도,0.4,울릉도
0,전국,1984-05-01,1.6,44.6,울릉도,12.4,울릉도
0,전국,1984-04-30,0.4,7.6,"인천,강화",4.3,인천
0,전국,1984-04-29,16.9,44.2,안동,12.7,울산
0,전국,1984-04-28,6.8,22.1,춘천,10.6,춘천
0,전국,1984-04-27,0,1,양평,1,양평
0,전국,1984-04-26,5.5,19,강화,7,강화
0,전국,1984-04-25,4.8,25.2,장흥,16,장흥
0,전국,1984-04-24,0,,,,
0,전국,1984-04-23,0,,,,
0,전국,1984-04-22,0,,,,
0,전국,1984-04-21,0,0.5,울릉도,0.3,울릉도
0,전국,1984-04-20,0,,,,
0,전국,1984-04-19,2.9,15.7,울산,4.5,거제
0,전국,1984-04-18,55.8,113,주암,28.5,남해
0,전국,1984-04-17,3.9,18.3,서산,11.9,서산
0,전국,1984-04-16,0.3,6,삼척,2.5,삼척
0,전국,1984-04-15,0.9,5.5,인천,2.3,"인천,청주"
0,전국,1984-04-14,0.1,2.4,인제,2.4,인제
0,전국,1984-04-13,0,0,대관령,,
0,전국,1984-04-12,0,,,,
0,전국,1984-04-11,0.1,2.9,인제,2,인제
0,전국,1984-04-10,0.2,11.3,"성산,성산포",3,"성산,성산포"
0,전국,1984-04-09,4.1,23,"성산,성산포",3,"성산,임실,성산포"
0,전국,1984-04-08,0,0,"성산,성산포",0,"성산,성산포"
0,전국,1984-04-07,0,,,,
0,전국,1984-04-06,0,0,울릉도,0,울릉도
0,전국,1984-04-05,8.7,34.2,속초,6.5,"강화,이천"
0,전국,1984-04-04,5.4,59.6,서귀포,12.5,서귀포
0,전국,1984-04-03,0.6,8.2,"성산,성산포",4.2,완도
0,전국,1984-04-02,0,,,,
0,전국,1984-04-01,0,0.4,강릉,0.3,삼척
0,전국,1984-03-31,0.3,3.1,임실,,
0,전국,1984-03-30,0.3,6.4,강릉,,
0,전국,1984-03-29,0.2,4.3,이천,,
0,전국,1984-03-28,0,0.5,강화,,
0,전국,1984-03-27,0.1,2,강화,,
0,전국,1984-03-26,0,0.3,제천,,
0,전국,1984-03-25,0,0.5,대관령,,
0,전국,1984-03-24,0.2,1.4,수원,,
0,전국,1984-03-23,0,0.2,제천,,
0,전국,1984-03-22,0,0,"부산,통영,거제",,
0,전국,1984-03-21,1.2,16.1,삼척,,
0,전국,1984-03-20,3.4,11.2,삼척,,
0,전국,1984-03-19,3.6,25.6,"성산,성산포",,
0,전국,1984-03-18,0.2,20.7,서귀포,,
0,전국,1984-03-17,0,,,,
0,전국,1984-03-16,1.5,5.7,강화,,
0,전국,1984-03-15,0.2,3,정읍,,
0,전국,1984-03-14,0.1,4.6,제주,,
0,전국,1984-03-13,0,3.3,"성산,성산포",,
0,전국,1984-03-12,0.3,3.3,제천,,
0,전국,1984-03-11,0.2,4.8,춘천,,
0,전국,1984-03-10,0.1,1.4,정읍,,
0,전국,1984-03-09,0.5,4.2,인천,,
0,전국,1984-03-08,0,0,울릉도,,
0,전국,1984-03-07,0,0.2,청주,,
0,전국,1984-03-06,0.5,4.2,금산,,
0,전국,1984-03-05,0.4,3.7,대전,,
0,전국,1984-03-04,0.1,1.9,정읍,,
0,전국,1984-03-03,0.2,2.1,"대전,군산",,
0,전국,1984-03-02,0.4,16.9,울릉도,,
0,전국,1984-03-01,2.5,16.7,청주,,
0,전국,1984-02-29,0.1,5.6,울릉도,,
0,전국,1984-02-28,0,5.2,울릉도,,
0,전국,1984-02-27,0,0.2,울릉도,,
0,전국,1984-02-26,1.2,4.9,서울,,
0,전국,1984-02-25,0.5,2.8,인천,,
0,전국,1984-02-24,0.2,4.2,포항,,
0,전국,1984-02-23,7.8,16.1,삼척,,
0,전국,1984-02-22,3.5,30,강릉,,
0,전국,1984-02-21,0,,,,
0,전국,1984-02-20,0,,,,
0,전국,1984-02-19,0,,,,
0,전국,1984-02-18,0,0.3,울릉도,,
0,전국,1984-02-17,0.2,47.9,울릉도,,
0,전국,1984-02-16,0,0.9,"성산,성산포",,
0,전국,1984-02-15,0,0.6,서산,,
0,전국,1984-02-14,0,16,울릉도,,
0,전국,1984-02-13,0,1.8,울릉도,,
0,전국,1984-02-12,0,5.7,"성산,성산포",,
0,전국,1984-02-11,0,4.6,서귀포,,
0,전국,1984-02-10,0,0,서귀포,,
0,전국,1984-02-09,0,2,울릉도,,
0,전국,1984-02-08,0.1,5.8,울릉도,,
0,전국,1984-02-07,0.1,5.1,울릉도,,
0,전국,1984-02-06,0,6.6,울릉도,,
0,전국,1984-02-05,0,0.5,"부안,임실",,
0,전국,1984-02-04,0,0,"울릉도,대전,군산,보령",,
0,전국,1984-02-03,0,7.3,울릉도,,
0,전국,1984-02-02,0,2,울릉도,,
0,전국,1984-02-01,0.7,6.8,춘천,,
0,전국,1984-01-31,0,5.5,"성산,성산포",,
0,전국,1984-01-30,0,6.4,"성산,성산포",,
0,전국,1984-01-29,0,0.5,울릉도,,
0,전국,1984-01-28,0.2,19.3,울릉도,,
0,전국,1984-01-27,0.1,36.1,울릉도,,
0,전국,1984-01-26,0.2,8.3,울릉도,,
0,전국,1984-01-25,0.3,5.3,목포,,
0,전국,1984-01-24,0.3,3.2,서산,,
0,전국,1984-01-23,0,0.5,울릉도,,
0,전국,1984-01-22,0.2,2.3,"성산,성산포",,
0,전국,1984-01-21,0.2,3.5,서산,,
0,전국,1984-01-20,0,0.5,울릉도,,
0,전국,1984-01-19,0,48,울릉도,,
0,전국,1984-01-18,0,9.1,서귀포,,
0,전국,1984-01-17,0,1.3,울릉도,,
0,전국,1984-01-16,0,1.7,울릉도,,
0,전국,1984-01-15,0.5,6,해남,,
0,전국,1984-01-14,0.1,1.9,수원,,
0,전국,1984-01-13,0,0.1,울릉도,,
0,전국,1984-01-12,0.2,1.2,춘천,,
0,전국,1984-01-11,0,0.7,울릉도,,
0,전국,1984-01-10,0,2,울릉도,,
0,전국,1984-01-09,0,0.6,서산,,
0,전국,1984-01-08,0,3.9,"성산,성산포",,
0,전국,1984-01-07,0.1,3.9,울릉도,,
0,전국,1984-01-06,0,2,울릉도,,
0,전국,1984-01-05,0,38.7,울릉도,,
0,전국,1984-01-04,0.1,31.3,울릉도,,
0,전국,1984-01-03,4,28.4,강릉,,
0,전국,1984-01-02,1.3,10,보령,,
0,전국,1984-01-01,0,0.1,대전,,
0,전국,1983-12-31,0.1,1,해남,,
0,전국,1983-12-30,2.7,30.7,울진,,
0,전국,1983-12-29,0.5,11.1,강릉,,
0,전국,1983-12-28,0.5,16.4,울릉도,,
0,전국,1983-12-27,0,15.5,울릉도,,
0,전국,1983-12-26,0.2,5.4,울릉도,,
0,전국,1983-12-25,0,34.5,울릉도,,
0,전국,1983-12-24,1.2,9.5,"성산,성산포",,
0,전국,1983-12-23,0,10.6,울릉도,,
0,전국,1983-12-22,0.7,3.9,서산,,
0,전국,1983-12-21,0.6,5.3,완도,,
0,전국,1983-12-20,0,,,,
0,전국,1983-12-19,0,2.3,울릉도,,
0,전국,1983-12-18,0,0.4,울릉도,,
0,전국,1983-12-17,0.5,8.6,울릉도,,
0,전국,1983-12-16,0,12.3,울릉도,,
0,전국,1983-12-15,0,0.7,"울릉도,부안",,
0,전국,1983-12-14,0,30.1,울릉도,,
0,전국,1983-12-13,0.4,2.7,원주,,
0,전국,1983-12-12,0,0.2,춘천,,
0,전국,1983-12-11,0.7,9.3,남원,,
0,전국,1983-12-10,1.9,19,대관령,,
0,전국,1983-12-09,0,,,,
0,전국,1983-12-08,0,0.4,울릉도,,
0,전국,1983-12-07,0,23.4,울릉도,,
0,전국,1983-12-06,0,,,,
0,전국,1983-12-05,0,16.7,울릉도,,
0,전국,1983-12-04,0,,,,
0,전국,1983-12-03,0,14.3,울릉도,,
0,전국,1983-12-02,0,,,,
0,전국,1983-12-01,0,0,울릉도,,
0,전국,1983-11-30,2.8,12,제천,,
0,전국,1983-11-29,0.5,8.2,홍천,,
0,전국,1983-11-28,0,,,,
0,전국,1983-11-27,0,,,,
0,전국,1983-11-26,0,16,울릉도,,
0,전국,1983-11-25,1,8.8,부안,,
0,전국,1983-11-24,0.3,4.6,울릉도,,
0,전국,1983-11-23,1.9,46.5,"성산,성산포",,
0,전국,1983-11-22,0.5,17.2,제주,,
0,전국,1983-11-21,0,0.2,춘천,,
0,전국,1983-11-20,0,,,,
0,전국,1983-11-19,0,,,,
0,전국,1983-11-18,0.2,2.4,서산,,
0,전국,1983-11-17,3.1,16.3,서산,,
0,전국,1983-11-16,4.7,23.4,금산,,
0,전국,1983-11-15,2.1,14.4,천안,,
0,전국,1983-11-14,0,0.3,울릉도,,
0,전국,1983-11-13,0.1,5.7,울릉도,,
0,전국,1983-11-12,0.3,31.4,울릉도,,
0,전국,1983-11-11,1.2,8.5,제천,,
0,전국,1983-11-10,2.4,28.4,서귀포,,
0,전국,1983-11-09,0,1.1,제주,,
0,전국,1983-11-08,0.2,7.5,"성산,성산포",,
0,전국,1983-11-07,0,5.2,대관령,,
0,전국,1983-11-06,0.6,13.3,울릉도,,
0,전국,1983-11-05,0.3,12.5,보령,,
0,전국,1983-11-04,0.4,3.1,거창,,
0,전국,1983-11-03,0.4,7.2,강화,,
0,전국,1983-11-02,0,0.2,대관령,,
0,전국,1983-11-01,0,0.6,주암,,
0,전국,1983-10-31,0.5,7.2,수원,4.3,"수원,천안"
0,전국,1983-10-30,0.2,3.5,강화,3.8,서울
0,전국,1983-10-29,0.7,16,삼척,6.9,강릉
0,전국,1983-10-28,0,,,,
0,전국,1983-10-27,0,,,,
0,전국,1983-10-26,8.8,40.8,부산,8.6,부산
0,전국,1983-10-25,0,,,,
0,전국,1983-10-24,0,0.4,울릉도,0.4,울릉도
0,전국,1983-10-23,0,35.4,울릉도,9,울릉도
0,전국,1983-10-22,0,0,"제주,서귀포",0,"제주,서귀포"
0,전국,1983-10-21,0,8.1,제주,4.9,제주
0,전국,1983-10-20,0,1,서귀포,0.9,서귀포
0,전국,1983-10-19,1.3,26.8,제주,5.5,서귀포
0,전국,1983-10-18,1.6,33.7,삼척,10,삼척
0,전국,1983-10-17,0.8,13.4,울진,6.5,영덕
0,전국,1983-10-16,0,0.9,서귀포,0.4,"제주,서귀포"
0,전국,1983-10-15,0,0.1,제주,0.1,제주
0,전국,1983-10-14,0,,,,
0,전국,1983-10-13,1.3,34.5,울릉도,13.2,울릉도
0,전국,1983-10-12,0.7,6.3,"울진,영덕",3.5,울진
0,전국,1983-10-11,1.2,16.9,영덕,8.5,영덕
0,전국,1983-10-10,0,,,,
0,전국,1983-10-09,0.5,11,속초,8,속초
0,전국,1983-10-08,24.2,97.8,대관령,17.5,속초
0,전국,1983-10-07,6.2,30.5,"성산,성산포",8.2,완도
0,전국,1983-10-06,0,,,,
0,전국,1983-10-05,0,0,"제주,서귀포",0,"제주,서귀포"
0,전국,1983-10-04,0.3,5.4,제주,2.2,산청
0,전국,1983-10-03,5.3,61.8,인천,30.2,인천
0,전국,1983-10-02,1,19.8,춘천,12.3,춘천
0,전국,1983-10-01,1.9,29.8,강화,23,강화
0,전국,1983-09-30,0,,,,
0,전국,1983-09-29,0,0,서귀포,0,서귀포
0,전국,1983-09-28,12.3,68.5,거제,16.7,제주
0,전국,1983-09-27,17.4,188.2,제주,20.1,제주
0,전국,1983-09-26,0,5.7,서귀포,3.2,서귀포
0,전국,1983-09-25,0,0.1,강릉,0.1,강릉
0,전국,1983-09-24,11.8,27.2,인제,11.7,수원
0,전국,1983-09-23,1.7,34.2,서산,20.4,서산
0,전국,1983-09-22,0,0.2,울산,0.2,울산
0,전국,1983-09-21,18.9,103.2,"성산,성산포",34,"성산,성산포"
0,전국,1983-09-20,3.5,91.3,"성산,성산포",47,"성산,성산포"
0,전국,1983-09-19,1.3,82.4,서귀포,47.9,서귀포
0,전국,1983-09-18,0,14.2,서귀포,8.7,서귀포
0,전국,1983-09-17,0,0.3,"안동,의성",0.4,안동
0,전국,1983-09-16,0.6,21.4,청주,21.2,청주
0,전국,1983-09-15,0,0.6,수원,0.6,수원
0,전국,1983-09-14,2.8,43,양평,38.5,양평
0,전국,1983-09-13,0,0,"군산,전주",0,"군산,전주"
0,전국,1983-09-12,2.4,51.1,강릉,16.4,속초
0,전국,1983-09-11,28.8,63.4,광주,20.4,부산
0,전국,1983-09-10,10.2,38.3,군산,17.6,군산
0,전국,1983-09-09,17.3,124,"성산,성산포",37.5,"성산,성산포"
0,전국,1983-09-08,0.2,8.7,울릉도,5.2,울릉도
0,전국,1983-09-07,1,27.2,대관령,27.2,대관령
0,전국,1983-09-06,0.2,4,대관령,3.6,대관령
0,전국,1983-09-05,24.3,96.7,부산,44.2,울릉도
0,전국,1983-09-04,20.3,99.6,서귀포,38,남해
0,전국,1983-09-03,9.7,53.2,합천,37,영천
0,전국,1983-09-02,15.9,131.6,서울,67.3,서울
0,전국,1983-09-01,3.4,48.4,서귀포,33.1,인천
0,전국,1983-08-31,0.7,32.5,"성산,성산포",14.5,"성산,성산포"
0,전국,1983-08-30,0.8,15.9,대전,8.5,부여
0,전국,1983-08-29,7.9,61.5,거제,51.5,거제
0,전국,1983-08-28,16.1,78.9,남해,32.4,진주
0,전국,1983-08-27,20.7,92.1,남해,26.5,남해
0,전국,1983-08-26,6.5,26.3,삼척,16.5,부안
0,전국,1983-08-25,2.4,17,서귀포,13.5,고흥
0,전국,1983-08-24,30.4,188.6,부산,84.6,부산
0,전국,1983-08-23,28.1,93.5,부안,29.1,청주
0,전국,1983-08-22,1.2,19.8,천안,6,군산
0,전국,1983-08-21,3.5,47.5,보령,13.3,서산
0,전국,1983-08-20,0.7,16.2,남원,10.5,남원
0,전국,1983-08-19,0.8,22.1,임실,17.6,남원
0,전국,1983-08-18,7.6,149,부안,87,보령
0,전국,1983-08-17,6.1,103,밀양,45,밀양
0,전국,1983-08-16,0.9,21,강릉,3.1,강릉
0,전국,1983-08-15,0,1,강릉,0.8,강릉
0,전국,1983-08-14,0,0,"속초,대관령,강릉,삼척",0,"속초,대관령,강릉,삼척"
0,전국,1983-08-13,0,0.7,전주,0.7,전주
0,전국,1983-08-12,2.5,21.6,정읍,19.2,부안
0,전국,1983-08-11,0.2,4.2,금산,4.2,금산
0,전국,1983-08-10,8.2,65.2,정읍,39,정읍
0,전국,1983-08-09,25.6,134.5,서산,77,원주
0,전국,1983-08-08,6.6,47.1,목포,44.1,목포
0,전국,1983-08-07,0,,,,
0,전국,1983-08-06,0,,,,
0,전국,1983-08-05,0,0,"춘천,수원",0,"춘천,수원"
0,전국,1983-08-04,0,,,,
0,전국,1983-08-03,0,0.1,서울,0.1,서울
0,전국,1983-08-02,0.1,2.9,임실,2.9,임실
0,전국,1983-08-01,5.7,72.7,속초,28,원주
0,전국,1983-07-31,0.4,11.8,속초,8.6,속초
0,전국,1983-07-30,3.9,32.5,강화,28,강화
0,전국,1983-07-29,12.4,91,보령,36.2,서울
0,전국,1983-07-28,0.1,2.9,강화,2.9,강화
0,전국,1983-07-27,0.2,2.6,강화,1.2,춘천
0,전국,1983-07-26,0.5,8.5,인제,2.5,"춘천,인제"
0,전국,1983-07-25,4.8,68.4,인제,30,인제
0,전국,1983-07-24,15.6,57.7,춘천,29.5,대전
0,전국,1983-07-23,12.1,59.2,남원,23,주암
0,전국,1983-07-22,43.9,127.6,주암,70.5,부안
0,전국,1983-07-21,13,131.3,완도,32.5,고흥
0,전국,1983-07-20,15.6,105.9,울릉도,33.9,울릉도
0,전국,1983-07-19,27,90.1,청주,25,보령
0,전국,1983-07-18,0,,,,
0,전국,1983-07-17,0.6,46.9,"성산,성산포",14,"제주,성산,성산포"
0,전국,1983-07-16,4,81.4,"성산,성산포",22.5,"성산,성산포"
0,전국,1983-07-15,3,38.7,울릉도,18.5,울산
0,전국,1983-07-14,48,88.5,장흥,40.6,완도
0,전국,1983-07-13,0,0,인제,0,인제
0,전국,1983-07-12,0,,,,
0,전국,1983-07-11,0,0.4,남해,0.4,남해
0,전국,1983-07-10,6.2,42.4,거창,39.2,영주
0,전국,1983-07-09,2,16,제천,15,제천
0,전국,1983-07-08,2.3,19.9,보은,12.5,보은
0,전국,1983-07-07,3.3,18.4,고흥,11.9,문경
0,전국,1983-07-06,1.1,13.5,밀양,8.5,강화
0,전국,1983-07-05,5.3,30.1,홍천,28,인천
0,전국,1983-07-04,1.1,49.5,서귀포,32,서귀포
0,전국,1983-07-03,10.3,108.1,춘천,38.1,춘천
0,전국,1983-07-02,34.4,138.1,속초,24.5,속초
0,전국,1983-07-01,0.1,7.8,서귀포,3,장흥
0,전국,1983-06-30,0.9,12.2,속초,12.2,속초
0,전국,1983-06-29,10.2,60.4,의성,39,의성
0,전국,1983-06-28,2.1,40,양평,27,양평
0,전국,1983-06-27,2.3,28.8,문경,25,문경
0,전국,1983-06-26,0.2,7.8,"성산,성산포",6,전주
0,전국,1983-06-25,0.3,7.7,원주,7.7,원주
0,전국,1983-06-24,2,34.4,원주,34.4,원주
0,전국,1983-06-23,1.3,43.7,삼척,33.5,삼척
0,전국,1983-06-22,0,0,"속초,강릉,울릉도,울진",0,"속초,강릉,울릉도,울진"
0,전국,1983-06-21,0.9,9.1,통영,5.1,통영
0,전국,1983-06-20,60.8,165.6,금산,29.5,전주
0,전국,1983-06-19,6.2,61,부안,32,부안
0,전국,1983-06-18,0,0,"속초,강릉,울진,임실",0,"속초,강릉,울진,임실"
0,전국,1983-06-17,0,0,강릉,0,강릉
0,전국,1983-06-16,0.5,8.2,거제,2.5,거제
0,전국,1983-06-15,2.2,25.9,"성산,성산포",20.7,홍천
0,전국,1983-06-14,0,,,,
0,전국,1983-06-13,0.2,8.7,삼척,5,삼척
0,전국,1983-06-12,19.4,66.7,서귀포,40,완도
0,전국,1983-06-11,0,0.2,속초,0.2,속초
0,전국,1983-06-10,0,0.8,속초,0.4,속초
0,전국,1983-06-09,0,,,,
0,전국,1983-06-08,0,0,"춘천,인천,원주,수원",0,"춘천,인천,원주,수원"
0,전국,1983-06-07,0,,,,
0,전국,1983-06-06,0,0,"서울,수원,홍천",0,"서울,수원,홍천"
0,전국,1983-06-05,0,0,"서울,수원",0,"서울,수원"
0,전국,1983-06-04,0,2.2,속초,0.9,속초
0,전국,1983-06-03,0,12.1,서귀포,5.4,서귀포
0,전국,1983-06-02,0,1.8,"성산,성산포",1.5,"성산,성산포"
0,전국,1983-06-01,0,,,,
0,전국,1983-05-31,0,,,,
0,전국,1983-05-30,0,1.8,서귀포,0.9,서귀포
0,전국,1983-05-29,0,,,,
0,전국,1983-05-28,0.3,11.3,통영,5.6,통영
0,전국,1983-05-27,12.2,70.8,서귀포,26.3,서귀포
0,전국,1983-05-26,0,,,,
0,전국,1983-05-25,0,0.2,속초,0.1,속초
0,전국,1983-05-24,0.6,13.1,서울,13,서울
0,전국,1983-05-23,7.6,62.1,고흥,19.5,고흥
0,전국,1983-05-22,0,13.1,서귀포,4.7,서귀포
0,전국,1983-05-21,0.9,15.5,임실,15.5,임실
0,전국,1983-05-20,0.8,8.5,보은,7.7,추풍령
0,전국,1983-05-19,8.1,42.8,목포,18,정읍
0,전국,1983-05-18,0,,,,
0,전국,1983-05-17,0,5,울릉도,3.6,울릉도
0,전국,1983-05-16,3.3,21.3,"성산,성산포",5.5,"성산,성산포"
0,전국,1983-05-15,0.7,6.5,"성산,성산포",3,"성산,고흥,성산포"
0,전국,1983-05-14,0,,,,
0,전국,1983-05-13,0.1,4.6,인제,4.6,인제
0,전국,1983-05-12,0,,,,
0,전국,1983-05-11,0,,,,
0,전국,1983-05-10,0,,,,
0,전국,1983-05-09,0,,,,
0,전국,1983-05-08,0,0.1,울진,0.1,울진
0,전국,1983-05-07,0.5,3.1,인제,2.5,인제
0,전국,1983-05-06,27.5,55.1,서귀포,16.2,서귀포
0,전국,1983-05-05,0.3,3.8,완도,2,완도
0,전국,1983-05-04,0,11.8,"성산,성산포",3,"성산,성산포"
0,전국,1983-05-03,0,0,"성산,서귀포,성산포",0,"성산,서귀포,성산포"
0,전국,1983-05-02,0,,,,
0,전국,1983-05-01,0.3,6.2,서귀포,1.4,서귀포
0,전국,1983-04-30,0,0.1,서귀포,0.8,서귀포
0,전국,1983-04-29,6.9,16,보령,11.6,여수
0,전국,1983-04-28,35.5,87.8,거제,31,거제
0,전국,1983-04-27,3.3,27,해남,12,부안
0,전국,1983-04-26,7,38.5,강화,18,강화
0,전국,1983-04-25,0,0,"인천,서산,전주",0,"인천,서산,전주"
0,전국,1983-04-24,0,,,,
0,전국,1983-04-23,0,,,,
0,전국,1983-04-22,3,11.5,울릉도,4.1,울릉도
0,전국,1983-04-21,7.3,26.4,거제,7.5,거제
0,전국,1983-04-20,0,,,,
0,전국,1983-04-19,9.1,24.6,거제,8.7,서귀포
0,전국,1983-04-18,4.4,44,"성산,성산포",12,"성산,성산포"
0,전국,1983-04-17,0,,,,
0,전국,1983-04-16,0,0.3,서귀포,0.3,서귀포
0,전국,1983-04-15,0.3,11.6,서귀포,4,서귀포
0,전국,1983-04-14,22.8,70.9,남해,15,통영
0,전국,1983-04-13,0.3,7.5,서귀포,3,남해
0,전국,1983-04-12,0,0.2,"울릉도,구미",0.2,"울릉도,구미"
0,전국,1983-04-11,1.7,33.9,임실,21,임실
0,전국,1983-04-10,4,47.2,부산,11,부산
0,전국,1983-04-09,9.5,43.9,서귀포,12.4,전주
0,전국,1983-04-08,0,0.1,합천,0.1,합천
0,전국,1983-04-07,2.2,30,완도,9.2,완도
0,전국,1983-04-06,0,,,,
0,전국,1983-04-05,0,,,,
0,전국,1983-04-04,0,0.1,인제,,
0,전국,1983-04-03,7.4,21,통영,10.7,통영
0,전국,1983-04-02,0.1,1.5,강화,1.5,강화
0,전국,1983-04-01,1.4,30.7,울릉도,3.1,울산
0,전국,1983-03-31,0.8,10.8,울산,,
0,전국,1983-03-30,0,,,,
0,전국,1983-03-29,0,,,,
0,전국,1983-03-28,0,,,,
0,전국,1983-03-27,0.1,2,천안,,
0,전국,1983-03-26,0.2,8.3,천안,,
0,전국,1983-03-25,0.1,3.7,부안,,
0,전국,1983-03-24,2.8,20.7,광주,,
0,전국,1983-03-23,22.5,58,서귀포,,
0,전국,1983-03-22,0.2,8.7,고흥,,
0,전국,1983-03-21,4.4,21.7,"부산,거제",,
0,전국,1983-03-20,5.5,19,거창,,
0,전국,1983-03-19,0,,,,
0,전국,1983-03-18,0,8.9,울릉도,,
0,전국,1983-03-17,2.7,15.1,전주,,
0,전국,1983-03-16,2.3,11,서울,,
0,전국,1983-03-15,0,,,,
0,전국,1983-03-14,0,2.3,울릉도,,
0,전국,1983-03-13,3.5,13.9,강릉,,
0,전국,1983-03-12,0.1,2.7,삼척,,
0,전국,1983-03-11,0,,,,
0,전국,1983-03-10,0.3,2,부안,,
0,전국,1983-03-09,0.5,4.5,부여,,
0,전국,1983-03-08,0,3.1,서귀포,,
0,전국,1983-03-07,0.2,30.4,울릉도,,
0,전국,1983-03-06,0,0.7,울릉도,,
0,전국,1983-03-05,0,,,,
0,전국,1983-03-04,0,5.3,울릉도,,
0,전국,1983-03-03,0.1,19.3,울릉도,,
0,전국,1983-03-02,15.2,37.2,이천,,
0,전국,1983-03-01,12.5,43.2,"성산,성산포",,
0,전국,1983-02-28,0,0,"제주,서귀포",,
0,전국,1983-02-27,0,,,,
0,전국,1983-02-26,0,0,울릉도,,
0,전국,1983-02-25,0,2.7,울릉도,,
0,전국,1983-02-24,0,0.7,통영,,
0,전국,1983-02-23,3.6,34.6,"성산,성산포",,
0,전국,1983-02-22,0,,,,
0,전국,1983-02-21,0,0.2,부안,,
0,전국,1983-02-20,0.8,11.1,부안,,
0,전국,1983-02-19,0.3,4.1,정읍,,
0,전국,1983-02-18,1.3,10.9,임실,,
0,전국,1983-02-17,0.4,3.7,"성산,성산포",,
0,전국,1983-02-16,0,,,,
0,전국,1983-02-15,0.2,3,대관령,,
0,전국,1983-02-14,2.4,9.1,강화,,
0,전국,1983-02-13,0.1,10,울릉도,,
0,전국,1983-02-12,0.2,3,부안,,
0,전국,1983-02-11,0.3,12.5,제주,,
0,전국,1983-02-10,0.2,2.9,서산,,
0,전국,1983-02-09,3.1,9.8,보령,,
0,전국,1983-02-08,1.5,4.9,"인제,임실",,
0,전국,1983-02-07,0.2,7.6,울릉도,,
0,전국,1983-02-06,0.2,3.7,울릉도,,
0,전국,1983-02-05,0,0.4,인제,,
0,전국,1983-02-04,0,0.3,울릉도,,
0,전국,1983-02-03,0.1,1,주암,,
0,전국,1983-02-02,7.8,17.5,남해,,
0,전국,1983-02-01,6.7,28,서귀포,,
0,전국,1983-01-31,0,,,,
0,전국,1983-01-30,5.3,33.4,강릉,,
0,전국,1983-01-29,0.6,5.7,강화,,
0,전국,1983-01-28,0,,,,
0,전국,1983-01-27,0,,,,
0,전국,1983-01-26,0,,,,
0,전국,1983-01-25,0,,,,
0,전국,1983-01-24,0,,,,
0,전국,1983-01-23,0,0,"서울,서산,양평",,
0,전국,1983-01-22,0,6.8,울릉도,,
0,전국,1983-01-21,0.1,4.5,울릉도,,
0,전국,1983-01-20,0.2,23,울릉도,,
0,전국,1983-01-19,0.5,15.7,울릉도,,
0,전국,1983-01-18,2.9,18.4,강릉,,
0,전국,1983-01-17,3.7,25.7,완도,,
0,전국,1983-01-16,0,0,"울릉도,홍천",,
0,전국,1983-01-15,0,1.5,울릉도,,
0,전국,1983-01-14,0,0.4,춘천,,
0,전국,1983-01-13,0.3,3,울릉도,,
0,전국,1983-01-12,0.1,3.8,"성산,성산포",,
0,전국,1983-01-11,0.1,1,서산,,
0,전국,1983-01-10,0.2,5.1,울릉도,,
0,전국,1983-01-09,0,3.8,울릉도,,
0,전국,1983-01-08,0,1.1,울릉도,,
0,전국,1983-01-07,0.6,9,"성산,성산포",,
0,전국,1983-01-06,0,10.5,서귀포,,
0,전국,1983-01-05,5.1,19.5,제주,,
0,전국,1983-01-04,0,0.8,"통영,영천",,
0,전국,1983-01-03,0,1.7,울릉도,,
0,전국,1983-01-02,0.1,14.9,울릉도,,
0,전국,1983-01-01,0,4.6,울릉도,,
0,전국,1982-12-31,0,,,,
0,전국,1982-12-30,0,0,울릉도,,
0,전국,1982-12-29,0.1,1.8,울릉도,,
0,전국,1982-12-28,0,0.4,인천,,
0,전국,1982-12-27,0.2,2.3,"성산,성산포",,
0,전국,1982-12-26,0.4,2.7,강화,,
0,전국,1982-12-25,0,0.9,서귀포,,
0,전국,1982-12-24,0.2,2.9,완도,,
0,전국,1982-12-23,0.4,3.9,이천,,
0,전국,1982-12-22,3.6,10.1,"수원,금산",,
0,전국,1982-12-21,0,0.1,강화,,
0,전국,1982-12-20,0,0,수원,,
0,전국,1982-12-19,0,0.2,울릉도,,
0,전국,1982-12-18,0.1,30.1,울릉도,,
0,전국,1982-12-17,1.3,15.8,부안,,
0,전국,1982-12-16,2,13.5,보령,,
0,전국,1982-12-15,0.1,1.5,서산,,
0,전국,1982-12-14,0,33,울릉도,,
0,전국,1982-12-13,0,16.3,울릉도,,
0,전국,1982-12-12,0.2,24.4,울릉도,,
0,전국,1982-12-11,4.5,17.8,울릉도,,
0,전국,1982-12-10,3,13.6,"성산,성산포",,
0,전국,1982-12-09,0,0,제주,,
0,전국,1982-12-08,0,0,"수원,서산,제주,보령",,
0,전국,1982-12-07,0,,,,
0,전국,1982-12-06,0,23.9,울릉도,,
0,전국,1982-12-05,3.5,36.3,울릉도,,
0,전국,1982-12-04,5.1,19.8,서울,,
0,전국,1982-12-03,0,0,인제,,
0,전국,1982-12-02,4,18.5,부여,,
